Department,Crse,Title,Days,Time,Act,Instructor,Location,Type
ME,36300,Principles And Practices Of Manufacturing Processes,W,02:30 pm-05:20 pm,6,Shashank Sarbada (P),ME G028,Laboratory
ME,36300,Principles And Practices Of Manufacturing Processes,TR,01:30 pm-02:20 pm,13,Benxin Wu (P),ME 1006,Lecture
ME,37500,System Modeling And Analysis,MWF,04:30 pm-05:20 pm,96,Song Zhang (P),MSEE B012,Lecture
ME,37500,System Modeling And Analysis,MWF,10:30 am-11:20 am,96,Gregory Matthew Shaver (P),MSEE B012,Lecture
ME,41300,Noise Control,MWF,09:30 am-10:20 am,41,Kai Ming Li (P),ME 2053,Lecture
ME,43000,Power Engineering,TR,03:00 pm-04:15 pm,20,Satish C Boregowda (P),ME 1009,Lecture
ME,43800,Gas Turbine Engines,MWF,02:30 pm-03:20 pm,10,Guillermo Paniagua (P),ME 1052,Lecture
ME,44000,Automotive Prime Movers: Green Engines And Clean Fuel,T,11:30 am-12:20 pm,17,John Abraham (P),ME 2053,Laboratory Preparation
ME,44000,Automotive Prime Movers: Green Engines And Clean Fuel,TR,10:30 am-11:20 am,17,John Abraham (P),ME 2053,Lecture
ME,44000,Automotive Prime Movers: Green Engines And Clean Fuel,W,01:30 pm-03:20 pm,4,May Yen (P),ME G053,Laboratory
ME,44000,Automotive Prime Movers: Green Engines And Clean Fuel,R,11:30 am-01:20 pm,7,Zhiyan Wang (P),ME G053,Laboratory
ME,44000,Automotive Prime Movers: Green Engines And Clean Fuel,W,03:30 pm-05:20 pm,6,Zhiyan Wang (P),ME G053,Laboratory
ME,44400,Computer-Aided Design And Prototyping,T,12:30 pm-01:20 pm,54,Min Liu (P),ME 1130,Lecture
ME,44400,Computer-Aided Design And Prototyping,TR,10:30 am-12:20 pm,32,Sujin Jang (P),ME 3021,Laboratory
ME,44400,Computer-Aided Design And Prototyping,TR,08:30 am-10:20 am,22,Chiho Choi (P),ME 3021,Laboratory
ME,45200,Machine Design II,MWF,09:30 am-10:20 am,57,"Gordon R Pennock (P), Abhishek Barat",ME 1061,Lecture
ME,45200,Machine Design II,MWF,01:30 pm-02:20 pm,73,"Gordon R Pennock (P), Abhishek Barat",ME 1061,Lecture
ME,46300,Engineering Design,MWF,10:30 am-11:20 am,30,Xiulin Ruan (P),ME 1185,Lecture
ME,46300,Engineering Design,MWF,08:30 am-09:20 am,29,John Gerald Nolfi (P),ME 1185,Lecture
ME,46300,Engineering Design,MWF,11:30 am-12:20 pm,30,Euiwon Bae (P),ME 1185,Lecture
ME,46300,Engineering Design,TR,11:30 am-12:20 pm,30,Euiwon Bae (P),ME 1185,Practice Study Observation
ME,46300,Engineering Design,TR,10:30 am-11:20 am,30,Xiulin Ruan (P),ME 1185,Practice Study Observation
ME,46300,Engineering Design,TR,09:30 am-10:20 am,30,John M Starkey (P),ME 1185,Practice Study Observation
ME,46300,Engineering Design,TR,12:30 pm-01:20 pm,30,Rebecca K Kramer (P),ME 1185,Practice Study Observation
ME,46300,Engineering Design,MWF,02:30 pm-03:20 pm,30,Hukam C Mongia (P),ME 1185,Lecture
ME,46300,Engineering Design,MWF,03:30 pm-04:20 pm,30,Nasir Bilal (P),ME 1185,Lecture
ME,46300,Engineering Design,MWF,01:30 pm-02:20 pm,30,John Gerald Nolfi (P),ME 1185,Lecture
ME,46300,Engineering Design,TR,01:30 pm-02:20 pm,30,John Gerald Nolfi (P),ME 1185,Practice Study Observation
ME,46300,Engineering Design,TR,02:30 pm-03:20 pm,30,Hukam C Mongia (P),ME 1185,Practice Study Observation
ME,46300,Engineering Design,MWF,09:30 am-10:20 am,30,John M Starkey (P),ME 1185,Lecture
ME,46300,Engineering Design,MWF,07:30 am-08:20 am,8,John Gerald Nolfi (P),ME 1185,Lecture
ME,46300,Engineering Design,TR,03:30 pm-04:20 pm,30,Nasir Bilal (P),ME 1185,Practice Study Observation
ME,46300,Engineering Design,TR,08:30 am-09:20 am,29,John Gerald Nolfi (P),ME 1185,Practice Study Observation
ME,46300,Engineering Design,MWF,12:30 pm-01:20 pm,30,Rebecca K Kramer (P),ME 1185,Lecture
ME,46300,Engineering Design,TR,07:30 am-08:20 am,8,John Gerald Nolfi (P),ME 1185,Practice Study Observation
ME,46300,Engineering Design,TR,04:30 pm-05:20 pm,26,Xianfan Xu (P),ME 1185,Practice Study Observation
ME,46300,Engineering Design,MWF,04:30 pm-05:20 pm,26,Xianfan Xu (P),ME 1185,Lecture
ME,46300,Engineering Design,MWF,05:30 pm-06:20 pm,10,Eckhard A Groll (P),HERL 061,Lecture
ME,46300,Engineering Design,TR,05:30 pm-06:20 pm,10,Eckhard A Groll (P),HERL 061,Practice Study Observation
ME,46300,Engineering Design,MWF,08:30 am-09:20 am,11,Satish C Boregowda (P),ME 1006,Lecture
ME,46300,Engineering Design,TR,08:30 am-09:20 am,11,Satish C Boregowda (P),ME 1006,Practice Study Observation
ME,47500,Automatic Control Systems,TR,01:30 pm-02:20 pm,105,Xinyan Deng (P),ME 1061,Lecture
ME,47500,Automatic Control Systems,W,02:30 pm-05:20 pm,12,Fan Fei (P),ME 1030E,Laboratory
ME,47500,Automatic Control Systems,F,10:30 am-01:20 pm,14,Josiah Robert Thomas (P),ME 1030E,Laboratory
ME,47500,Automatic Control Systems,W,07:30 am-10:20 am,11,Zhan Tu (P),ME 1030E,Laboratory
ME,47500,Automatic Control Systems,W,10:30 am-01:20 pm,13,Josiah Robert Thomas (P),ME 1030E,Laboratory
ME,47500,Automatic Control Systems,R,10:30 am-01:20 pm,15,Yan Gu (P),ME 1030E,Laboratory
ME,47500,Automatic Control Systems,T,10:30 am-01:20 pm,12,Yan Gu (P),ME 1030E,Laboratory
ME,47500,Automatic Control Systems,T,02:30 pm-05:20 pm,14,Zhan Tu (P),ME 1030E,Laboratory
ME,47500,Automatic Control Systems,R,02:30 pm-05:20 pm,14,Yan Cui (P),ME 1030E,Laboratory
ME,49700,Sys & Measuremnts Experimental,TR,08:30 am-09:20 am,66,Peter Heinrich Meckl (P),ME 1130,Lecture
ME,49700,Sys & Measuremnts Experimental,T,09:30 am-10:20 am,66,Peter Heinrich Meckl (P),ME 1061,Recitation
ME,49700,Sys & Measuremnts Experimental,W,02:30 pm-05:20 pm,12,Fei Yang (P),ME 1030A,Laboratory
ME,49700,Sys & Measuremnts Experimental,T,11:30 am-02:20 pm,14,Raymond Martin Bond (P),ME 1030A,Laboratory
ME,49700,Sys & Measuremnts Experimental,W,07:30 am-10:20 am,8,Ameya P Deshpande (P),ME 1030A,Laboratory
ME,49700,Sys & Measuremnts Experimental,T,02:30 pm-05:20 pm,16,Wanfeng Huang (P),ME 1030A,Laboratory
ME,49700,Sys & Measuremnts Experimental,R,11:30 am-02:20 pm,16,Alok Agrawal (P),ME 1030A,Laboratory
ME,49700,Sys & Measuremnts Experimental,TR,11:30 am-12:20 pm,58,George T Chiu (P),ME 1130,Lecture
ME,49700,Sys & Measuremnts Experimental,F,08:30 am-09:20 am,58,George T Chiu (P),WTHR 172,Recitation
ME,49700,Sys & Measuremnts Experimental,W,11:30 am-02:20 pm,9,Rohil Jain (P),ME 1030A,Laboratory
ME,49700,Sys & Measuremnts Experimental,F,11:30 am-02:20 pm,11,Yuntian Wang (P),ME 1030A,Laboratory
ME,49700,Sys & Measuremnts Experimental,R,02:30 pm-05:20 pm,16,Wanfeng Huang (P),ME 1030A,Laboratory
ME,49700,Sys & Measuremnts Experimental,R,07:30 am-10:20 am,11,Soumya Nayyar (P),ME 1030A,Laboratory
ME,49700,Sys & Measuremnts Experimental,F,02:30 pm-05:20 pm,11,Fan Fei (P),ME 1030A,Laboratory
ME,49700,Eco-Car - Senior Level,MWF,11:30 am-12:20 pm,0,"Peter Heinrich Meckl (P), Gregory Matthew Shaver",GRS 004,Lecture
ME,49700,Eco-Car - Senior Level,WF,08:30 am-09:20 am,0,"Peter Heinrich Meckl (P), Gregory Matthew Shaver",GRS 004,Practice Study Observation
ME,49700,Syst Mdlng&Anlys Experimental,T,11:30 am-02:20 pm,7,Nathan L Toner (P),ME 1030A,Laboratory
ME,49700,Syst Mdlng&Anlys Experimental,R,11:30 am-02:20 pm,6,Fei Yang (P),ME 1030A,Laboratory
ME,49700,Syst Mdlng&Anlys Experimental,T,02:30 pm-05:20 pm,4,Jiajun Cao (P),ME 1030A,Laboratory
ME,49700,Syst Mdlng&Anlys Experimental,R,02:30 pm-05:20 pm,3,Fei Yang (P),ME 1030A,Laboratory
ME,49700,Syst Mdlng&Anlys Experimental,F,02:30 pm-03:20 pm,20,Galen B King (P),MSEE B012,Recitation
ME,49700,Syst Mdlng&Anlys Experimental,MW,02:30 pm-03:20 pm,20,Galen B King (P),MSEE B012,Lecture
ME,50500,Intermediate Heat Transfer,TR,12:00 pm-01:15 pm,35,Amy M Marconnet (P),WANG 2599,Lecture
ME,51000,Gas Dynamics,MWF,01:30 pm-02:20 pm,30,Nicole Leanne Key (P),WANG 2555,Lecture
ME,52500,Combustion,TR,10:30 am-11:45 am,32,Jay P Gore (P),WANG 2599,Lecture
ME,55300,Product And Process Design,TR,09:00 am-10:15 am,45,Karthik Ramani (P),WANG 2555,Lecture
ME,55600,"Lubrication, Friction & Wear",MWF,10:30 am-11:20 am,16,Farshid Sadeghi (P),ME 2053,Lecture
ME,56200,Advanced Dynamics,TR,09:00 am-10:15 am,32,Charles Morton Krousgrill (P),ME 2053,Lecture
ME,56500,Vehicle Dynamics,MW,11:30 am-12:45 pm,15,"Daniel Eugene Williams (P), John M Starkey",EE 234,Lecture
ME,57200,Analysis And Design Of Robotic Manipulators,MWF,02:30 pm-03:20 pm,15,Raymond J Cipra (P),ME 2053,Lecture
ME,57600,Computer Control Of Manufacturing Processes,TR,12:30 pm-01:20 pm,16,Yung C Shin (P),ME 2054,Lecture
ME,57600,Computer Control Of Manufacturing Processes,R,02:30 pm-05:20 pm,7,Phuong Dinh Ngo (P),ME G028,Laboratory
ME,57600,Computer Control Of Manufacturing Processes,T,02:30 pm-05:20 pm,6,Phuong Dinh Ngo (P),ME G028,Laboratory
ME,57600,Computer Control Of Manufacturing Processes,R,08:30 am-11:20 am,3,Phuong Dinh Ngo (P),ME G028,Laboratory
ME,57800,Digital Control,MWF,03:30 pm-04:20 pm,17,Kartik B Ariyur (P),WANG 2579,Lecture
ME,57900,Fourier Methods In Digital Signal Processing,MWF,11:30 am-12:20 pm,29,Patricia Davies (P),ME 1009,Lecture
ME,58800,Mechatronics - Integrated Design Of Electro-Mechanical Systems,TR,12:30 pm-01:20 pm,40,Jeffrey Neal Shelton (P),ME 2053,Lecture
ME,58800,Mechatronics - Integrated Design Of Electro-Mechanical Systems,W,02:30 pm-05:20 pm,20,Manish Anand (P),ME 1030D,Laboratory
ME,58800,Mechatronics - Integrated Design Of Electro-Mechanical Systems,T,02:30 pm-05:20 pm,20,Manish Anand (P),ME 1030D,Laboratory
ME,60500,Convection Of Heat And Mass,MWF,08:30 am-09:20 am,12,Bumsoo Han (P),ME 2054,Lecture
ME,60800,"Numerical Methods In Heat, Mass, And Momentum Transfer",MWF,11:30 am-12:20 pm,33,Timothy Fisher (P),ME 2053,Lecture
ME,61000,Boundary Layer Theory,TR,09:00 am-10:15 am,4,Jun Chen (P),ME 2054,Lecture
ME,61200,Continuum Mechanics,TR,12:00 pm-01:15 pm,13,Marcial Gonzalez (P),ME 1009,Lecture
ME,61300,Advanced Engineering Acoustics,MWF,09:30 am-10:20 am,4,J Stuart Bolton (P),ME 2054,Lecture
ME,61400,Computational Fluid Dynamics,M,01:30 pm-02:20 pm,30,Carlo Scalo (P),ME 2054,Lecture
ME,68100,Finite And Boundary Element Methods,TR,01:30 pm-02:45 pm,29,Ganesh Subbarayan-Shastri (P),ME 2054,Lecture
ME,68900,Adaptive Control,TR,10:30 am-11:45 am,13,Bin Yao (P),ME 2054,Lecture
MSE,23000,Structure And Properties Of Materials,MW,12:30 pm-01:20 pm,147,Aisling Coughlan (P),ARMS 1010,Lecture
MSE,23000,Structure And Properties Of Materials,MW,09:30 am-10:20 am,147,Aisling Coughlan (P),ARMS 1010,Lecture
MSE,23000,Structure And Properties Of Materials,F,12:30 pm-01:20 pm,32,Shikha Shrestha (P),ARMS 1103,Recitation
MSE,23000,Structure And Properties Of Materials,R,08:30 am-09:20 am,30,Thomas R Kanaby (P),ARMS 3115,Recitation
MSE,23000,Structure And Properties Of Materials,R,04:30 pm-05:20 pm,28,Anna V Walter (P),ARMS 3115,Recitation
MSE,23000,Structure And Properties Of Materials,F,12:30 pm-01:20 pm,31,Eduard Andres Caicedo - casso (P),ARMS 3115,Recitation
MSE,23000,Structure And Properties Of Materials,F,10:30 am-11:20 am,27,Marianne Catherine Valone (P),ARMS 3115,Recitation
MSE,23000,Structure And Properties Of Materials,R,03:30 pm-04:20 pm,31,Anna V Walter (P),ARMS 3115,Recitation
MSE,23000,Structure And Properties Of Materials,R,09:30 am-10:20 am,32,Thomas R Kanaby (P),ARMS 3115,Recitation
MSE,23000,Structure And Properties Of Materials,R,09:30 am-10:20 am,40,Kyle Steven Fezi (P),ARMS 1021,Recitation
MSE,23000,Structure And Properties Of Materials,F,02:30 pm-03:20 pm,40,Eduard Andres Caicedo - casso (P),ARMS 1021,Recitation
MSE,23000,Structure And Properties Of Materials,F,09:30 am-10:20 am,30,Kyle Steven Fezi (P),ARMS 3115,Recitation
MSE,23000,Structure And Properties Of Materials,F,10:30 am-11:20 am,38,Shikha Shrestha (P),ARMS 1021,Recitation
MSE,23000,Structure And Properties Of Materials,F,08:30 am-09:20 am,32,Marianne Catherine Valone (P),ARMS 3115,Recitation
MSE,25000,Physical Properties In Engineering Systems,TR,01:30 pm-02:45 pm,58,Rodney W Trice (P),ME 2061,Lecture
MSE,26000,Thermodynamics Of Materials,MWF,10:30 am-11:20 am,63,"R Edwin Garcia (P), Aniruddha Jana",ME 1052,Lecture
MSE,27000,Atomistic Materials Science,MWF,01:30 pm-02:20 pm,64,Alejandro H Strachan (P),FRNY B124,Lecture
MSE,33000,Processing And Properties Of Materials,MWF,08:30 am-09:20 am,56,Elliott B Slamovich (P),FRNY B124,Lecture
MSE,34000,Transport Phenomena,MWF,02:30 pm-03:20 pm,3,Sebastian Osswald (P),ARMS 1103,Lecture
MSE,36700,Materials Processing Laboratory,MW,12:30 pm-01:20 pm,48,"Jeffrey P Youngblood (P), David Frederick Bahr , Carlos J Martinez",EE 117,Lecture
MSE,36700,Materials Processing Laboratory,R,01:30 pm-04:20 pm,13,"Alexander Joseph Plotkowski (P), David Frederick Bahr , Carlos J Martinez , Pikee Priya , Travis L Thornell , Youngman Yoo , Jeffrey P Youngblood",ARMS 2130,Laboratory
MSE,36700,Materials Processing Laboratory,T,08:30 am-11:20 am,15,"Alexander Joseph Plotkowski (P), David Frederick Bahr , Carlos J Martinez , Pikee Priya , Travis L Thornell , Youngman Yoo , Jeffrey P Youngblood",ARMS 2130,Laboratory
MSE,36700,Materials Processing Laboratory,T,08:30 am-11:20 am,12,"Alexander Joseph Plotkowski (P), David Frederick Bahr , Carlos J Martinez , Pikee Priya , Travis L Thornell , Youngman Yoo , Jeffrey P Youngblood",ARMS 2130,Laboratory
MSE,36700,Materials Processing Laboratory,R,01:30 pm-04:20 pm,8,"Alexander Joseph Plotkowski (P), David Frederick Bahr , Carlos J Martinez , Pikee Priya , Travis L Thornell , Youngman Yoo , Jeffrey P Youngblood",ARMS 2130,Laboratory
MSE,38200,Mechanical Response Of Materials,MWF,09:30 am-10:20 am,53,David R Johnson (P),ARMS 1109,Lecture
MSE,39000,Materials Engineering Seminar,W,03:30 pm-04:20 pm,145,"Vicki L Forston Cline (P), Christopher R Owen",ARMS 1010,Lecture
MSE,44000,Materials Processing And Design II,T,09:30 am-10:20 am,31,"Carol A Handwerker (P), Christopher R Owen",ARMS 1103,Lecture
MSE,44000,Materials Processing And Design II,R,03:30 pm-04:20 pm,27,"Carol A Handwerker (P), Christopher R Owen",ARMS 1103,Lecture
MSE,49700,Ethics In Engr Practice,MWF,10:30 am-11:20 am,18,Matthew J M Krane (P),ARMS 1103,Lecture
MSE,50200,Defects In Solids,MWF,09:30 am-10:20 am,10,Eric P Kvam (P),ARMS 1103,Lecture
MSE,51000,Microstructural Characterization Techniques,TR,10:30 am-11:45 am,38,Eric P Kvam (P),ARMS 1103,Lecture
MSE,53600,Solidification Of Castings,MWF,01:30 pm-02:20 pm,11,Matthew J M Krane (P),ARMS 1103,Lecture
MSE,57500,Transport Phenomena In Solids,MWF,08:30 am-09:20 am,3,Mysore A Dayananda (P),ARMS 1021,Lecture
MSE,57600,Corrosion,TR,12:00 pm-01:15 pm,15,Robert H Spitzer (P),ARMS 1103,Lecture
MSE,58200,Transmission Electron Microscopy Skills,TR,07:30 am-08:45 am,15,Volkan Ortalan (P),ARMS 1103,Lecture
MSE,59700,Chemical Admixturs In Concrete,T,03:00 pm-04:15 pm,20,Kendra Ann Erk (P),ARMS 1103,Lecture
MSE,59700,Polymer Physics,R,09:00 am-10:15 am,26,Kendra Ann Erk (P),ARMS 1103,Lecture
MSE,59700,Design Of Global Sustain II,TR,12:00 pm-01:15 pm,12,Carol A Handwerker (P),ARMS 3115,Lecture
MSE,59700,Dynamic Behavior Of Materials,TR,01:30 pm-02:45 pm,5,Weinong W Chen (P),ARMS 3115,Lecture
MSE,59700,Metal Deformation Processing,MWF,11:30 am-12:20 pm,24,Kevin P Trumble (P),ARMS 1103,Lecture
MSE,59700,Lean Manufacturing,MWF,09:30 am-10:20 am,30,"Christopher R Owen (P), Logan P Kroneman",WANG 2579,Lecture
MSE,59700,Introductory Biomaterials,MWF,02:30 pm-03:20 pm,66,"Lia A Stanciu (P), Mahdi Dehestani",WANG 2555,Lecture
MSE,69000,Seminar In Materials Engineering,MF,03:30 pm-05:20 pm,82,David Frederick Bahr (P),ARMS 1010,Lecture
MSE,69700,Materls Engr Teach Experience,W,04:30 pm-05:20 pm,17,David Frederick Bahr (P),ARMS 1103,Lecture
MSE,69700,Surf & Interf Crystal Matls,MWF,08:30 am-09:20 am,10,John E Blendell (P),ARMS 1103,Lecture
NUCL,20000,Introduction to Nuclear Engineering,MWF,08:30 am-09:20 am,44,Robert Speer Bean (P),ARMS 1109,Lecture
NUCL,20500,Nuclear Engineering Undergraduate Laboratory I,R,01:30 pm-03:20 pm,7,"Allen L Garner (P), Ram anand Vadlamani",EE B076,Laboratory
NUCL,20500,Nuclear Engineering Undergraduate Laboratory I,W,01:30 pm-03:20 pm,9,"Allen L Garner (P), Ram anand Vadlamani",EE B076,Laboratory
NUCL,20500,Nuclear Engineering Undergraduate Laboratory I,T,09:30 am-10:20 am,27,Allen L Garner (P),ARMS 1109,Lecture
NUCL,20500,Nuclear Engineering Undergraduate Laboratory I,T,01:30 pm-03:20 pm,11,"Allen L Garner (P), Ram anand Vadlamani",EE B076,Laboratory
NUCL,27300,Mechanics Of Materials,MWF,07:30 am-08:20 am,165,Martin A Lopez-De-Bertodano (P),MATH 175,Lecture
NUCL,29800,Sophomore Seminar,W,03:30 pm-04:20 pm,22,"Allen L Garner (P), Kellie A Reece",ME 1061,Lecture
NUCL,31000,Introduction To Neutron Physics,MWF,10:30 am-11:20 am,18,Hany S Abdel-Khalik (P),EE 234,Lecture
NUCL,35100,Nuclear Thermal-Hydraulics II,MWF,02:30 pm-03:20 pm,22,Takashi Hibiki (P),WTHR 160,Lecture
NUCL,35500,Nuclear Thermohydraulics Laboratory,TR,09:30 am-10:20 am,18,Shripad T Revankar (P),ME 1006,Lecture
NUCL,35500,Nuclear Thermohydraulics Laboratory,R,01:30 pm-03:20 pm,8,Shripad T Revankar (P),EE B086,Laboratory
NUCL,35500,Nuclear Thermohydraulics Laboratory,T,01:30 pm-03:20 pm,5,Shripad T Revankar (P),EE B086,Laboratory
NUCL,35500,Nuclear Thermohydraulics Laboratory,F,03:30 pm-05:20 pm,5,Shripad T Revankar (P),EE B086,Laboratory
NUCL,39800,Junior Seminar,W,03:30 pm-04:20 pm,20,"Allen L Garner (P), Kellie A Reece",ME 1061,Lecture
NUCL,45000,Design In Nuclear Engineering,MWF,09:30 am-10:20 am,19,Chan K Choi (P),POTR 141,Lecture
NUCL,46000,Introduction To Controlled Thermonuclear Fusion,MWF,01:30 pm-02:20 pm,6,Chan K Choi (P),EE 234,Lecture
NUCL,49700,Intro To Computational Physics,T,10:30 am-11:45 am,1,Tatyana S Sizyuk (P),ME 1051,Lecture
NUCL,49800,Senior Seminar,W,03:30 pm-04:20 pm,19,"Allen L Garner (P), Kellie A Reece",ME 1061,Lecture
NUCL,50400,Nuclear Engineering Experiments,T,09:30 am-11:20 am,4,Robert Speer Bean (P),PHYS 201,Lecture
NUCL,50400,Nuclear Engineering Experiments,R,08:30 am-11:20 am,4,Robert Speer Bean (P),EE B076,Laboratory
NUCL,52000,Radiation Effects And Reactor Materials,TR,03:00 pm-04:15 pm,16,Anter A El-Azab (P),EE 234,Lecture
NUCL,55200,Thermal-Hydraulics And Reactor Safety,TR,10:30 am-11:45 am,9,Mamoru Ishii (P),EE 234,Lecture
NUCL,55300,Nano-Macro Scale Applications Of Nuclear Technology,TR,04:30 pm-05:45 pm,3,Rusi P Taleyarkhan (P),EE 234,Lecture
NUCL,57000,Fuzzy Approaches In Engineering,TR,12:00 pm-01:15 pm,27,Lefteri Tsoukalas (P),EE 234,Lecture
NUCL,59700,Introduction To Bioelectrics,TR,04:30 pm-05:45 pm,11,Allen L Garner (P),EE 226,Lecture
NUCL,59700,Detect Nuclear Nonproliferatn,MWF,02:30 pm-03:20 pm,0,Chan K Choi (P),EE 234,Lecture
NUCL,64000,Fast Reactor Theory,TR,01:30 pm-02:45 pm,7,Won Sik Yang (P),EE 234,Lecture
NUCL,69600,Nuclear Engineering Seminar,W,03:30 pm-04:20 pm,44,"Allen L Garner (P), Kellie A Reece",ME 1061,Lecture
NUCL,69700,Adv Tpc Reac Therm-Hyd,M,04:30 pm-07:20 pm,9,"Takashi Hibiki (P), Mamoru Ishii",NISW 157,Lecture
NUCL,69700,Mult-Phs&Fuel Cell Res,M,01:30 pm-03:20 pm,1,Shripad T Revankar (P),NUCL 126,Lecture
